year_month,mean_negativity_combined,mean_negativity_eng,mean_negativity_tha,mean_sentiment_combined,mean_sentiment_eng,mean_sentiment_tha,n_articles_combined,n_articles_eng,n_articles_tha,gasohol95_retail_bkk,diesel_retail_bkk,gasohol95_wholesale,diesel_wholesale,epu_us,epu_china,epu_global,gpr_global,gpr_global_acts,gpr_thailand,gpr_idn,gpr_mys,gpr_vnm,gpr_phl
2023-08,0.2931818181818182,0.325,0.2316666666666666,0.0505681818181818,0.0336206896551724,0.0833333333333333,88.0,58.0,30.0,39.26,31.94,35.71571111,29.85754587,77.0,472.0,97.61935483870967,101.14118194580078,83.60504913330078,0.012134449556469917,0.042470574378967285,0.01820167526602745,0.0728067010641098,0.030336124822497368
2023-09,0.347,0.3493055555555555,0.3410714285714286,-0.0292,-0.0461111111111111,0.0142857142857142,100.0,72.0,28.0,39.76333333,31.20666667,36.42506737,29.15680098,118.0,642.0,89.22933333333334,98.63481140136719,68.4659194946289,0.024199891835451126,0.0967995673418045,0.060499727725982666,0.15124931931495667,0.06654970347881317
2023-10,0.3419540229885057,0.3849206349206349,0.2291666666666666,0.0227586206896551,-0.0487301587301587,0.2104166666666666,87.0,63.0,24.0,38.26290323,29.94,34.50943277,27.82656181,134.0,348.0,140.10999999999999,197.8870086669922,221.80393981933594,0.07165462523698807,0.07165462523698807,0.017913656309247017,0.04776975139975548,0.06568340957164764
2023-11,0.3357142857142857,0.365,0.2625,-0.0410714285714285,-0.09,0.08125,84.0,60.0,24.0,36.76333333,29.94,32.66354853,27.79318743,141.0,462.0,114.53366666666668,156.69613647460938,189.5543975830078,0.2816196382045746,0.2565867602825165,0.03754928335547447,0.11264785379171371,0.12516428530216217
2023-12,0.3468131868131868,0.3797183098591549,0.23,0.0194505494505494,-0.0630985915492957,0.3125,91.0,71.0,20.0,35.26935484,29.94,31.38917211,27.83472141,107.0,502.0,128.02548387096775,142.2794647216797,173.96380615234375,0.032183315604925156,0.05149330571293831,0.025746652856469154,0.06436663120985031,0.032183315604925156
2024-01,0.3485714285714285,0.3358695652173913,0.3729166666666667,-0.0057142857142857,-0.0082608695652173,-0.0008333333333333,70.0,46.0,24.0,35.64,29.94,32.10751164,28.00647709,131.0,606.0,143.06548387096774,160.3736572265625,208.4711456298828,0.05636978521943092,0.05636978521943092,0.03757985681295395,0.09394964575767517,0.012526619248092175
2024-02,0.3029411764705882,0.3536585365853658,0.2259259259259259,-0.0029411764705882,0.0182926829268292,-0.0351851851851851,68.0,41.0,27.0,37.89,29.94,34.6046619,27.75627275,107.0,678.0,133.40724137931034,146.59817504882812,171.18118286132812,0.0458025261759758,0.06543217599391937,0.052345745265483856,0.032716087996959686,0.01962965354323387
2024-03,0.2915384615384615,0.2688888888888889,0.3424999999999999,-0.0072307692307692,0.0455555555555555,-0.126,65.0,45.0,20.0,38.36612903,29.94,35.24674919,27.82292737,117.0,558.0,112.76225806451613,133.21316528320312,151.81399536132812,0.012294074520468712,0.036882221698760986,0.030735185369849205,0.036882221698760986,0.04302925989031792
2024-04,0.4421052631578948,0.4754716981132075,0.3652173913043478,-0.1085526315789473,-0.1537735849056603,-0.0043478260869565,76.0,53.0,23.0,39.92333333,30.49,36.67206353,28.56390458,139.0,407.0,119.90033333333332,163.9473419189453,165.99069213867188,0.05695842206478119,0.08227327466011047,0.018986139446496964,0.07594455778598785,0.07594455778598785
2024-05,0.3368852459016393,0.36,0.2928571428571428,-0.0565573770491803,-0.0425,-0.0833333333333333,61.0,40.0,21.0,38.90483871,31.66580645,35.15765161,29.59174194,124.0,322.0,91.20129032258063,130.52186584472656,133.154296875,0.012233912013471127,0.042818691581487656,0.024467824026942253,0.09175433963537216,0.018350869417190552
2024-06,0.3658730158730159,0.3554054054054054,0.3807692307692308,-0.0963492063492063,-0.0762162162162162,-0.125,63.0,37.0,26.0,37.89666667,32.94,34.32341,30.95521667,144.0,412.0,86.59966666666666,113.0927963256836,109.73841094970703,0.012680700048804283,0.0380420982837677,0.01902104914188385,0.10778594762086868,0.12046664953231812
2024-07,0.3646153846153846,0.3611111111111111,0.3725,-0.0972307692307692,-0.0793333333333333,-0.1375,65.0,45.0,20.0,38.78548387,32.94,35.13251078,30.77980968,145.0,730.0,144.071935483871,92.3948745727539,95.11029815673828,0.012316787615418434,0.03695036470890045,0.02463357523083687,0.05542554333806038,0.043108757585287094
2024-08,0.2364197530864197,0.2633928571428571,0.176,0.0537037037037037,0.0392857142857142,0.086,81.0,56.0,25.0,36.96935484,32.94,33.09112903,30.78319677,138.0,549.0,104.58612903225807,140.97506713867188,165.17947387695312,0.0506393201649189,0.06329914927482605,0.03797949105501175,0.06962906569242477,0.06962906569242477
2024-09,0.2737931034482759,0.3352380952380952,0.1125,0.0198275862068965,-0.0071428571428571,0.090625,58.0,42.0,16.0,35.68,32.94,31.76863333,30.82063667,127.0,425.0,100.904,130.35877990722656,135.5546112060547,0.03252878785133362,0.03903454542160034,0.026023030281066895,0.045540302991867065,0.07806909084320068
2024-10,0.3495402298850575,0.3631343283582089,0.304,-0.0534482758620689,-0.0567164179104477,-0.0425,87.0,67.0,20.0,35.38548387,32.94,31.84383871,30.93568065,109.0,477.0,117.2658064516129,130.689208984375,142.81838989257812,0.037096574902534485,0.14220353960990906,0.043279338628053665,0.043279338628053665,0.037096574902534485
2024-11,0.317910447761194,0.3322916666666666,0.281578947368421,-0.0567164179104477,-0.0322916666666666,-0.1184210526315789,67.0,48.0,19.0,35.84,32.94,32.14383,30.85664667,225.0,875.0,232.69233333333335,128.90164184570312,127.42887115478516,0.025187330320477486,0.025187330320477486,0.006296832580119371,0.09445249289274216,0.03148416429758072
2024-12,0.2548192771084338,0.2836065573770492,0.175,0.0487951807228915,0.0114754098360655,0.1522727272727272,83.0,61.0,22.0,36.17903226,32.06903226,32.49645161,30.84210968,219.0,681.0,184.91806451612902,142.36643981933594,164.81373596191406,0.0139091731980443,0.020863760262727737,0.0278183463960886,0.0278183463960886,0.03477293252944946
